Official Symbol Interactor A,Official Symbol Interactor B,Interactor A Encoded,Interactor B Encoded,Prediction_Prob,Prediction
STRC,HSPB11,2258,1129,0.98,1
NOTCH1,HUWE1,1581,1134,0.99,1
NOTCH1,HSP90B1,1581,1123,1.0,1
NOTCH1,HSPA8,1581,1128,1.0,1
NOTCH1,HSPA4L,1581,1126,1.0,1
NOTCH1,HSP90AA1,1581,1120,1.0,1
NOTCH1,HSPA5,1581,1127,1.0,1
NOTCH1,HSPA12B,1581,1124,1.0,1
NOTCH1,HSP90AB1,1581,1122,1.0,1
NOTCH1,HTR6,1581,1131,0.98,1
NOTCH1,HSP90AA5P,1581,1121,1.0,1
NOTCH1,HTT,1581,1133,0.99,1
NOTCH1,HSPA1L,1581,1125,1.0,1
NOTCH1,HSPBP1,1581,1130,1.0,1
NOTCH1,HSPB11,1581,1129,1.0,1
EFHC2,HSP90B1,765,1123,0.98,1
EFHC2,HDAC6,765,1079,0.98,1
EFHC2,HCN2,765,1076,0.98,1
EFHC2,HSPA4L,765,1126,0.98,1
EFHC2,HHIP,765,1087,0.98,1
EFHC2,HDA3,765,1078,0.98,1
EFHC2,HSP90AA1,765,1120,0.98,1
EFHC2,HIF1A,765,1088,0.98,1
EFHC2,HAUS5,765,1071,0.98,1
EFHC2,HSPA5,765,1127,0.98,1
EFHC2,HAUS8,765,1074,0.98,1
EFHC2,HAVCR1,765,1075,0.98,1
EFHC2,HSPA12B,765,1124,0.98,1
EFHC2,HSP90AB1,765,1122,0.98,1
EFHC2,HSP90AA5P,765,1121,0.98,1
EFHC2,HSPA1L,765,1125,0.98,1
EFHC2,HAUS7,765,1073,0.98,1
EFHC2,HAUS6,765,1072,0.98,1
EFHC2,HIPK1,765,1089,0.98,1
EFHC2,HCST,765,1077,0.98,1
EFHC2,HDDC3,765,1080,0.98,1
GLI3,HSP90B1,984,1123,1.0,1
GLI3,HSPA8,984,1128,0.98,1
GLI3,HDAC6,984,1079,1.0,1
GLI3,HCN2,984,1076,1.0,1
GLI3,HSPA4L,984,1126,1.0,1
GLI3,HHIP,984,1087,1.0,1
GLI3,HDA3,984,1078,1.0,1
GLI3,HSP90AA1,984,1120,1.0,1
GLI3,HIF1A,984,1088,1.0,1
GLI3,HAUS5,984,1071,1.0,1
GLI3,HSPA5,984,1127,1.0,1
GLI3,HAUS8,984,1074,1.0,1
GLI3,HAVCR1,984,1075,1.0,1
GLI3,HSPA12B,984,1124,1.0,1
GLI3,HAUS4,984,1070,1.0,1
GLI3,HSP90AB1,984,1122,1.0,1
GLI3,HSP90AA5P,984,1121,1.0,1
GLI3,HSPA1L,984,1125,1.0,1
GLI3,HAUS7,984,1073,1.0,1
GLI3,HAUS6,984,1072,1.0,1
GLI3,HIPK1,984,1089,1.0,1
GLI3,HSPBP1,984,1130,0.98,1
GLI3,HCST,984,1077,1.0,1
GLI3,HSPB11,984,1129,0.98,1
GLI3,HDDC3,984,1080,1.0,1
TULP3,HUWE1,2499,1134,0.98,1
TULP3,HSP90B1,2499,1123,0.98,1
TULP3,HSPA8,2499,1128,0.98,1
TULP3,HSPA4L,2499,1126,0.98,1
TULP3,HSP90AA1,2499,1120,0.98,1
TULP3,HSPA5,2499,1127,0.98,1
TULP3,HSPA12B,2499,1124,0.98,1
TULP3,HSP90AB1,2499,1122,0.98,1
TULP3,HSP90AA5P,2499,1121,0.98,1
TULP3,HTT,2499,1133,0.98,1
TULP3,HSPA1L,2499,1125,0.98,1
TULP3,HSPBP1,2499,1130,0.98,1
TULP3,HSPB11,2499,1129,0.98,1
TULP4,HUWE1,2500,1134,0.98,1
TULP4,HSP90B1,2500,1123,0.98,1
TULP4,HSPA8,2500,1128,0.98,1
TULP4,HSPA4L,2500,1126,0.98,1
TULP4,HSP90AA1,2500,1120,0.98,1
TULP4,HSPA5,2500,1127,0.98,1
TULP4,HSPA12B,2500,1124,0.98,1
TULP4,HSP90AB1,2500,1122,0.98,1
TULP4,HSP90AA5P,2500,1121,0.98,1
TULP4,HTT,2500,1133,0.98,1
TULP4,HSPA1L,2500,1125,0.98,1
TULP4,HSPBP1,2500,1130,0.98,1
TULP4,HSPB11,2500,1129,0.98,1
YWHAQ,KIF7,2637,1281,1.0,1
YWHAQ,APP,2637,118,0.99,1
YWHAQ,PANX2,2637,1675,1.0,1
YWHAQ,TTC29,2637,2461,0.99,1
YWHAQ,PALM3,2637,1673,0.99,1
YWHAQ,HUWE1,2637,1134,1.0,1
YWHAQ,TUBA1B,2637,2480,1.0,1
YWHAQ,HSP90B1,2637,1123,1.0,1
YWHAQ,ARF4,2637,121,0.98,1
YWHAQ,PI4K2A,2637,1743,0.98,1
YWHAQ,TUBB4B,2637,2489,0.99,1
YWHAQ,PAX1,2637,1681,0.99,1
YWHAQ,PANX1,2637,1674,0.99,1
YWHAQ,YTHDF2,2637,2632,1.0,1
YWHAQ,TUBGCP2,2637,2492,0.98,1
YWHAQ,PIFO,2637,1746,0.98,1
YWHAQ,TRIM27,2637,2427,1.0,1
YWHAQ,PAFAH1B1,2637,1668,0.98,1
YWHAQ,HSPA8,2637,1128,1.0,1
YWHAQ,PCDHGB2,2637,1691,0.99,1
YWHAQ,HDAC6,2637,1079,0.98,1
YWHAQ,PAXBP1,2637,1682,0.99,1
YWHAQ,CTNNB1,2637,587,0.99,1
YWHAQ,KISS1,2637,1285,0.98,1
YWHAQ,TUBB2B,2637,2486,0.99,1
YWHAQ,KIF5A,2637,1277,1.0,1
YWHAQ,TUBB3,2637,2487,0.99,1
YWHAQ,HSPA4L,2637,1126,1.0,1
YWHAQ,TTC18,2637,2457,0.99,1
YWHAQ,ZBBX,2637,2638,1.0,1
YWHAQ,CSNK2B,2637,573,0.98,1
YWHAQ,TUBB4A,2637,2488,0.99,1
YWHAQ,TRMT61B,2637,2440,0.99,1
YWHAQ,KIFAP3,2637,1283,1.0,1
YWHAQ,HSP90AA1,2637,1120,1.0,1
YWHAQ,TRIM32,2637,2428,1.0,1
YWHAQ,TTLL6,2637,2473,1.0,1
YWHAQ,TSEN2,2637,2446,0.99,1
YWHAQ,YWHAE,2637,2634,1.0,1
YWHAQ,TTC30B,2637,2463,1.0,1
YWHAQ,CTNNAL1,2637,586,0.99,1
YWHAQ,KIF3B,2637,1275,1.0,1
YWHAQ,CTSO,2637,588,0.99,1
YWHAQ,TTLL7,2637,2474,1.0,1
YWHAQ,PCM1,2637,1695,1.0,1
YWHAQ,TRIM71,2637,2433,1.0,1
YWHAQ,KIF3C,2637,1276,1.0,1
YWHAQ,CSNK1A1,2637,568,1.0,1
YWHAQ,PCNT,2637,1697,1.0,1
YWHAQ,HSPA5,2637,1127,1.0,1
YWHAQ,PIH1D3,2637,1751,0.98,1
YWHAQ,PARS2,2637,1680,0.99,1
YWHAQ,CSNK1E,2637,570,1.0,1
YWHAQ,PIBF1,2637,1744,0.98,1
YWHAQ,TRIM41,2637,2430,1.0,1
YWHAQ,PCMTD1,2637,1696,1.0,1
YWHAQ,PARD3,2637,1677,1.0,1
YWHAQ,TRMT5,2637,2438,1.0,1
YWHAQ,TRIM9,2637,2435,1.0,1
YWHAQ,HSPA12B,2637,1124,1.0,1
YWHAQ,PID1,2637,1745,0.98,1
YWHAQ,TUBGCP3,2637,2493,0.98,1
YWHAQ,TUBA1C,2637,2481,1.0,1
YWHAQ,CSNK1G1,2637,571,1.0,1
YWHAQ,HSP90AB1,2637,1122,1.0,1
YWHAQ,KIF6,2637,1280,1.0,1
YWHAQ,KIF5C,2637,1279,1.0,1
YWHAQ,TRMT6,2637,2439,0.99,1
YWHAQ,TRIP11,2637,2436,1.0,1
YWHAQ,TUBE1,2637,2490,0.98,1
YWHAQ,HTR6,2637,1131,0.99,1
YWHAQ,TTC40,2637,2464,1.0,1
YWHAQ,TSPEAR,2637,2450,0.99,1
YWHAQ,APOO,2637,117,0.99,1
YWHAQ,PCDP1,2637,1692,1.0,1
YWHAQ,TTLL10,2637,2468,1.0,1
YWHAQ,TTC26,2637,2460,0.99,1
YWHAQ,TTC30A,2637,2462,1.0,1
YWHAQ,TSTD2,2637,2454,0.99,1
YWHAQ,PIGF,2637,1748,0.98,1
YWHAQ,KIR3DL3,2637,1284,0.99,1
YWHAQ,PIN1,2637,1756,0.98,1
YWHAQ,PCDHB15,2637,1689,0.99,1
YWHAQ,TTLL1,2637,2467,1.0,1
YWHAQ,TTK,2637,2466,1.0,1
YWHAQ,TRPC5,2637,2443,0.99,1
YWHAQ,HTRA2,2637,1132,0.99,1
YWHAQ,HSP90AA5P,2637,1121,1.0,1
YWHAQ,HTT,2637,1133,1.0,1
YWHAQ,TRPV4,2637,2445,0.99,1
YWHAQ,PCDH15,2637,1685,0.99,1
YWHAQ,PIGS,2637,1749,0.98,1
YWHAQ,HSPA1L,2637,1125,1.0,1
YWHAQ,KIF9,2637,1282,1.0,1
YWHAQ,PAPOLA,2637,1676,1.0,1
YWHAQ,TTR,2637,2477,1.0,1
YWHAQ,TUBB,2637,2484,0.99,1
YWHAQ,YTHDF3,2637,2633,1.0,1
YWHAQ,TTC21A,2637,2458,0.99,1
YWHAQ,PCDHA4,2637,1687,0.99,1
YWHAQ,PCGF1,2637,1693,1.0,1
YWHAQ,CSNK2A3,2637,572,1.0,1
YWHAQ,TSPAN31,2637,2449,0.99,1
YWHAQ,PARP15,2637,1679,1.0,1
YWHAQ,PCDHGA1,2637,1690,0.99,1
YWHAQ,TRIM36,2637,2429,1.0,1
YWHAQ,CSNK1D,2637,569,1.0,1
YWHAQ,PBX1,2637,1683,0.99,1
YWHAQ,PIH1D2,2637,1750,0.98,1
YWHAQ,TSNAXIP1,2637,2448,0.99,1
YWHAQ,CTD-2373H9.6,2637,584,0.99,1
YWHAQ,YWHAG,2637,2635,1.0,1
YWHAQ,TTC8,2637,2465,1.0,1
YWHAQ,TRIB2,2637,2426,1.0,1
YWHAQ,PCGF6,2637,1694,1.0,1
YWHAQ,TRPT1,2637,2444,0.99,1
YWHAQ,PAGR1,2637,1669,0.98,1
YWHAQ,TTC12,2637,2456,0.99,1
YWHAQ,PARD6A,2637,1678,1.0,1
YWHAQ,TSSC1,2637,2452,0.99,1
YWHAQ,TRMT12,2637,2437,1.0,1
YWHAQ,TSGA10,2637,2447,0.99,1
YWHAQ,TRIM59,2637,2432,1.0,1
YWHAQ,TUBA1A,2637,2479,1.0,1
YWHAQ,TUBG1,2637,2491,0.98,1
YWHAQ,TROVE2,2637,2442,0.99,1
YWHAQ,CTD-3148I10.1,2637,585,0.99,1
YWHAQ,TUBA3D,2637,2482,0.99,1
YWHAQ,PCDHA8,2637,1688,0.99,1
YWHAQ,ARAF,2637,119,0.99,1
YWHAQ,PIL1,2637,1755,0.98,1
YWHAQ,APOL1,2637,116,0.99,1
YWHAQ,TUBA4A,2637,2483,0.99,1
YWHAQ,TTLL3,2637,2470,1.0,1
YWHAQ,TTC21B,2637,2459,0.99,1
YWHAQ,PCBD2,2637,1684,0.99,1
YWHAQ,TTBK2,2637,2455,0.99,1
YWHAQ,TSSK1B,2637,2453,0.99,1
YWHAQ,TUB,2637,2478,1.0,1
YWHAQ,PCDHA10,2637,1686,0.99,1
YWHAQ,YWHAH,2637,2636,1.0,1
YWHAQ,TTLL9,2637,2476,1.0,1
YWHAQ,TTLL11,2637,2469,1.0,1
YWHAQ,TTLL4,2637,2471,1.0,1
YWHAQ,TSPYL1,2637,2451,0.99,1
YWHAQ,PIGA,2637,1747,0.98,1
YWHAQ,HSPBP1,2637,1130,1.0,1
YWHAQ,TUBB2A,2637,2485,0.99,1
YWHAQ,HSPB11,2637,1129,1.0,1
YWHAQ,TTLL8,2637,2475,1.0,1
YWHAQ,TRIM46,2637,2431,1.0,1
YWHAQ,TRIM73,2637,2434,1.0,1
YWHAQ,HDDC3,2637,1080,0.98,1
YWHAQ,TROAP,2637,2441,0.99,1
YWHAQ,KIF5B,2637,1278,1.0,1
YWHAQ,TTLL5,2637,2472,1.0,1
PAFAH1B1,HSP90B1,1668,1123,0.99,1
PAFAH1B1,HSPA8,1668,1128,0.99,1
PAFAH1B1,HSPA4L,1668,1126,0.99,1
PAFAH1B1,HSP90AA1,1668,1120,0.99,1
PAFAH1B1,HSPA5,1668,1127,0.99,1
PAFAH1B1,HSPA12B,1668,1124,0.99,1
PAFAH1B1,HSP90AB1,1668,1122,0.99,1
PAFAH1B1,HSP90AA5P,1668,1121,0.99,1
PAFAH1B1,HSPA1L,1668,1125,0.99,1
PAFAH1B1,HSPBP1,1668,1130,0.99,1
PAFAH1B1,HSPB11,1668,1129,0.99,1
AKT1,GTF2H1,76,1048,0.99,1
AKT1,DNAH7,76,683,0.99,1
AKT1,HSP90B1,76,1123,1.0,1
AKT1,YTHDF2,76,2632,1.0,1
AKT1,GSTA2,76,1044,1.0,1
AKT1,HSPA8,76,1128,1.0,1
AKT1,GUCA1C,76,1052,0.99,1
AKT1,CTNNB1,76,587,0.99,1
AKT1,DNAI1,76,686,0.99,1
AKT1,DNMT3A,76,700,1.0,1
AKT1,GUCA1B,76,1051,0.99,1
AKT1,GUCA2B,76,1053,0.99,1
AKT1,GSK3B,76,1041,1.0,1
AKT1,GSTM5,76,1046,0.99,1
AKT1,Gsk3b,76,1060,0.99,1
AKT1,HSPA4L,76,1126,1.0,1
AKT1,DNALI1,76,697,1.0,1
AKT1,ZBBX,76,2638,1.0,1
AKT1,GSTM3,76,1045,0.99,1
AKT1,HSP90AA1,76,1120,1.0,1
AKT1,DNAL4,76,696,1.0,1
AKT1,YWHAE,76,2634,1.0,1
AKT1,DNAH5,76,681,0.99,1
AKT1,Gfap,76,1057,0.99,1
AKT1,DNAH3,76,680,0.99,1
AKT1,CTNNAL1,76,586,0.99,1
AKT1,CTSO,76,588,0.99,1
AKT1,DNHD1,76,698,1.0,1
AKT1,Gm4779,76,1058,0.99,1
AKT1,DNAL1,76,695,1.0,1
AKT1,GSN,76,1042,1.0,1
AKT1,CSNK1A1,76,568,1.0,1
AKT1,CSGALNACT1,76,567,1.0,1
AKT1,HSPA5,76,1127,1.0,1
AKT1,GSTA1,76,1043,1.0,1
AKT1,Gm8129,76,1059,0.99,1
AKT1,DNAJC27,76,693,0.99,1
AKT1,CSNK1E,76,570,1.0,1
AKT1,GRXCR1,76,1039,1.0,1
AKT1,GUCY2F,76,1055,0.99,1
AKT1,GSF2,76,1040,1.0,1
AKT1,YWHAQ,76,2637,1.0,1
AKT1,HSPA12B,76,1124,1.0,1
AKT1,DNAJB13,76,690,0.99,1
AKT1,CSNK1G1,76,571,1.0,1
AKT1,DNAJA1,76,688,0.99,1
AKT1,HSP90AB1,76,1122,1.0,1
AKT1,DNAH9,76,685,0.99,1
AKT1,DNAI2,76,687,0.99,1
AKT1,HSP90AA5P,76,1121,1.0,1
AKT1,HSPA1L,76,1125,1.0,1
AKT1,YTHDF3,76,2633,1.0,1
AKT1,DNM2,76,699,1.0,1
AKT1,CSNK2A3,76,572,0.98,1
AKT1,GUCY2D,76,1054,0.99,1
AKT1,CSNK1D,76,569,1.0,1
AKT1,GUCA1A,76,1050,0.99,1
AKT1,DNAH6,76,682,0.99,1
AKT1,GYPA,76,1056,0.99,1
AKT1,YWHAG,76,2635,1.0,1
AKT1,GTT1,76,1049,0.99,1
AKT1,GTF2E1,76,1047,0.99,1
AKT1,CTD-3148I10.1,76,585,0.99,1
AKT1,DNAH8,76,684,0.99,1
AKT1,DNAJC6,76,694,1.0,1
AKT1,YWHAH,76,2636,1.0,1
AKT1,DNAJA4,76,689,0.99,1
AKT1,DNAJC13,76,691,0.99,1
AKT1,Gtf2e2,76,1061,0.99,1
AKT1,HSPBP1,76,1130,1.0,1
AKT1,DNAJC25-GNG10,76,692,0.99,1
AKT1,HSPB11,76,1129,1.0,1
ATP8A2,HSP90B1,182,1123,0.98,1
ATP8A2,HSPA8,182,1128,0.98,1
ATP8A2,HSPA4L,182,1126,0.98,1
ATP8A2,HSP90AA1,182,1120,0.98,1
ATP8A2,HSPA5,182,1127,0.98,1
ATP8A2,HSPA12B,182,1124,0.98,1
ATP8A2,HSP90AB1,182,1122,0.98,1
ATP8A2,HSP90AA5P,182,1121,0.98,1
ATP8A2,HSPA1L,182,1125,0.98,1
ATP8A2,HSPBP1,182,1130,0.98,1
ATP8A2,HSPB11,182,1129,0.98,1
