Official Symbol Interactor A,Official Symbol Interactor B,Interactor A Encoded,Interactor B Encoded,Prediction_Prob,Prediction
AVIL,HSPA8,188,1128,1.0,1
AVIL,GSK3B,188,1041,0.98,1
AVIL,HSPA4L,188,1126,1.0,1
AVIL,HSP90AA1,188,1120,1.0,1
AVIL,GSN,188,1042,0.98,1
AVIL,HSPA5,188,1127,1.0,1
AVIL,GSTA1,188,1043,0.98,1
AVIL,GRXCR1,188,1039,0.98,1
AVIL,GSF2,188,1040,0.98,1
AVIL,HSPA12B,188,1124,1.0,1
AVIL,HSP90AB1,188,1122,1.0,1
AVIL,HSP90AA5P,188,1121,1.0,1
AVIL,HSPA1L,188,1125,1.0,1
AVIL,HSPBP1,188,1130,1.0,1
AVIL,HSPB11,188,1129,1.0,1
PRKACB,APP,1824,118,1.0,1
PRKACB,HUWE1,1824,1134,1.0,1
PRKACB,HSP90B1,1824,1123,1.0,1
PRKACB,ARF4,1824,121,1.0,1
PRKACB,HSPA8,1824,1128,1.0,1
PRKACB,CDY1,1824,455,0.98,1
PRKACB,HDAC6,1824,1079,1.0,1
PRKACB,CTNNB1,1824,587,1.0,1
PRKACB,HEATR2,1824,1083,0.98,1
PRKACB,HES1,1824,1084,0.98,1
PRKACB,HDHD2,1824,1082,0.98,1
PRKACB,HSPA4L,1824,1126,1.0,1
PRKACB,CDKN1A,1824,454,0.98,1
PRKACB,CSNK2B,1824,573,0.98,1
PRKACB,PRKAR2B,1824,1830,1.0,1
PRKACB,AREG,1824,120,0.99,1
PRKACB,HSP90AA1,1824,1120,1.0,1
PRKACB,CCDC41,1824,403,0.99,1
PRKACB,CCDC40,1824,402,0.99,1
PRKACB,CCDC42B,1824,404,0.99,1
PRKACB,PRKCH,1824,1831,1.0,1
PRKACB,CTNNAL1,1824,586,1.0,1
PRKACB,CTSO,1824,588,1.0,1
PRKACB,AKIRIN1,1824,73,1.0,1
PRKACB,CCDC93,1824,415,0.99,1
PRKACB,CSNK1A1,1824,568,1.0,1
PRKACB,CSGALNACT1,1824,567,1.0,1
PRKACB,PRKAR2A,1824,1829,1.0,1
PRKACB,CCL1,1824,416,0.98,1
PRKACB,HSPA5,1824,1127,1.0,1
PRKACB,CCDC65,1824,409,0.99,1
PRKACB,CSNK1E,1824,570,1.0,1
PRKACB,CCDC81,1824,413,0.99,1
PRKACB,HSPA12B,1824,1124,1.0,1
PRKACB,CCDC53,1824,405,0.99,1
PRKACB,CCDC74A,1824,410,0.99,1
PRKACB,CSNK1G1,1824,571,1.0,1
PRKACB,HSP90AB1,1824,1122,1.0,1
PRKACB,HTR6,1824,1131,0.98,1
PRKACB,CEBPD,1824,456,0.98,1
PRKACB,APOO,1824,117,0.99,1
PRKACB,CCDC78,1824,412,0.99,1
PRKACB,HTRA2,1824,1132,0.98,1
PRKACB,HSP90AA5P,1824,1121,1.0,1
PRKACB,HTT,1824,1133,1.0,1
PRKACB,HSPA1L,1824,1125,1.0,1
PRKACB,ARF5,1824,122,0.98,1
PRKACB,CCDC28B,1824,398,0.99,1
PRKACB,CSNK2A3,1824,572,1.0,1
PRKACB,HDGFRP3,1824,1081,0.98,1
PRKACB,CCDC37,1824,400,0.99,1
PRKACB,CSNK1D,1824,569,1.0,1
PRKACB,CTD-2373H9.6,1824,584,1.0,1
PRKACB,CCDC74B,1824,411,0.99,1
PRKACB,PRKACG,1824,1825,1.0,1
PRKACB,CTD-3148I10.1,1824,585,1.0,1
PRKACB,ARAF,1824,119,1.0,1
PRKACB,APOL1,1824,116,0.99,1
PRKACB,AKAP9,1824,72,1.0,1
PRKACB,CCDC6,1824,406,0.99,1
PRKACB,CCDC33,1824,399,0.99,1
PRKACB,CDK5RAP2,1824,453,0.98,1
PRKACB,CCDC63,1824,408,0.99,1
PRKACB,CCDC88A,1824,414,0.99,1
PRKACB,CCDC61,1824,407,0.99,1
PRKACB,CCDC39,1824,401,0.99,1
PRKACB,HSPBP1,1824,1130,1.0,1
PRKACB,PRKACA,1824,1823,1.0,1
PRKACB,HSPB11,1824,1129,1.0,1
PRKACB,HDDC3,1824,1080,1.0,1
AHI1,GTF2H1,59,1048,0.99,1
AHI1,DNAH7,59,683,0.99,1
AHI1,HSP90B1,59,1123,0.99,1
AHI1,GSTA2,59,1044,1.0,1
AHI1,HSPA8,59,1128,0.99,1
AHI1,GUCA1C,59,1052,0.99,1
AHI1,CTNNB1,59,587,0.99,1
AHI1,DNAI1,59,686,0.99,1
AHI1,DNMT3A,59,700,1.0,1
AHI1,GUCA1B,59,1051,0.99,1
AHI1,GUCA2B,59,1053,0.99,1
AHI1,GSK3B,59,1041,1.0,1
AHI1,GSTM5,59,1046,0.99,1
AHI1,Gsk3b,59,1060,0.99,1
AHI1,HSPA4L,59,1126,0.99,1
AHI1,DNALI1,59,697,1.0,1
AHI1,GSTM3,59,1045,0.99,1
AHI1,HSP90AA1,59,1120,0.99,1
AHI1,DNAL4,59,696,1.0,1
AHI1,DNAH5,59,681,0.99,1
AHI1,Gfap,59,1057,0.99,1
AHI1,DNAH3,59,680,0.99,1
AHI1,CTNNAL1,59,586,0.99,1
AHI1,CTSO,59,588,0.99,1
AHI1,DNHD1,59,698,1.0,1
AHI1,Gm4779,59,1058,0.99,1
AHI1,DNAL1,59,695,1.0,1
AHI1,GSN,59,1042,1.0,1
AHI1,CSNK1A1,59,568,1.0,1
AHI1,CSGALNACT1,59,567,1.0,1
AHI1,HSPA5,59,1127,0.99,1
AHI1,GSTA1,59,1043,1.0,1
AHI1,Gm8129,59,1059,0.99,1
AHI1,DNAJC27,59,693,0.99,1
AHI1,CSNK1E,59,570,1.0,1
AHI1,GRXCR1,59,1039,1.0,1
AHI1,GUCY2F,59,1055,0.99,1
AHI1,GSF2,59,1040,1.0,1
AHI1,HSPA12B,59,1124,0.99,1
AHI1,DNAJB13,59,690,0.99,1
AHI1,CSNK1G1,59,571,1.0,1
AHI1,DNAJA1,59,688,0.99,1
AHI1,HSP90AB1,59,1122,0.99,1
AHI1,DNAH9,59,685,0.99,1
AHI1,DNAI2,59,687,0.99,1
AHI1,HSP90AA5P,59,1121,0.99,1
AHI1,HSPA1L,59,1125,0.99,1
AHI1,DNM2,59,699,1.0,1
AHI1,CSNK2A3,59,572,0.98,1
AHI1,GUCY2D,59,1054,0.99,1
AHI1,CSNK1D,59,569,1.0,1
AHI1,GUCA1A,59,1050,0.99,1
AHI1,DNAH6,59,682,0.99,1
AHI1,GYPA,59,1056,0.99,1
AHI1,GTT1,59,1049,0.99,1
AHI1,GTF2E1,59,1047,0.99,1
AHI1,CTD-3148I10.1,59,585,0.99,1
AHI1,DNAH8,59,684,0.99,1
AHI1,DNAJC6,59,694,1.0,1
AHI1,DNAJA4,59,689,0.99,1
AHI1,DNAJC13,59,691,0.99,1
AHI1,Gtf2e2,59,1061,0.99,1
AHI1,HSPBP1,59,1130,0.99,1
AHI1,DNAJC25-GNG10,59,692,0.99,1
AHI1,HSPB11,59,1129,0.99,1
ARFGEF2,APP,123,118,0.98,1
ARFGEF2,HSP90B1,123,1123,0.98,1
ARFGEF2,GSTA2,123,1044,0.98,1
ARFGEF2,HSPA8,123,1128,0.98,1
ARFGEF2,DNMT3A,123,700,0.98,1
ARFGEF2,GSK3B,123,1041,0.98,1
ARFGEF2,HSPA4L,123,1126,0.98,1
ARFGEF2,DNALI1,123,697,0.98,1
ARFGEF2,HSP90AA1,123,1120,0.98,1
ARFGEF2,DNAL4,123,696,0.98,1
ARFGEF2,DNHD1,123,698,0.98,1
ARFGEF2,DNAL1,123,695,0.98,1
ARFGEF2,GSN,123,1042,0.98,1
ARFGEF2,HSPA5,123,1127,0.98,1
ARFGEF2,GSTA1,123,1043,0.98,1
ARFGEF2,GRXCR1,123,1039,0.98,1
ARFGEF2,GSF2,123,1040,0.98,1
ARFGEF2,HSPA12B,123,1124,0.98,1
ARFGEF2,HSP90AB1,123,1122,0.98,1
ARFGEF2,HSP90AA5P,123,1121,0.98,1
ARFGEF2,HSPA1L,123,1125,0.98,1
ARFGEF2,DNM2,123,699,0.98,1
ARFGEF2,ARAF,123,119,0.98,1
ARFGEF2,DNAJC6,123,694,0.98,1
ARFGEF2,HSPBP1,123,1130,0.98,1
ARFGEF2,HSPB11,123,1129,0.98,1
CSNK1E,GTF2H1,570,1048,0.99,1
CSNK1E,APP,570,118,1.0,1
CSNK1E,PSMC2,570,1853,0.98,1
CSNK1E,PSEN2,570,1851,0.98,1
CSNK1E,HSP90B1,570,1123,1.0,1
CSNK1E,AKT1,570,76,0.99,1
CSNK1E,GSTA2,570,1044,1.0,1
CSNK1E,HSPA8,570,1128,1.0,1
CSNK1E,GUCA1C,570,1052,0.99,1
CSNK1E,HIST1H3C,570,1094,0.98,1
CSNK1E,HDAC6,570,1079,1.0,1
CSNK1E,CTNNB1,570,587,1.0,1
CSNK1E,HIST1H4H,570,1095,0.98,1
CSNK1E,PSMA2,570,1852,0.98,1
CSNK1E,HAUS3,570,1069,1.0,1
CSNK1E,GUCA1B,570,1051,0.99,1
CSNK1E,HAUS2,570,1068,1.0,1
CSNK1E,GUCA2B,570,1053,0.99,1
CSNK1E,GSK3B,570,1041,1.0,1
CSNK1E,HCN2,570,1076,1.0,1
CSNK1E,GSTM5,570,1046,0.99,1
CSNK1E,Gsk3b,570,1060,0.99,1
CSNK1E,HSPA4L,570,1126,1.0,1
CSNK1E,HHIP,570,1087,1.0,1
CSNK1E,PRKAR2B,570,1830,0.98,1
CSNK1E,HDA3,570,1078,1.0,1
CSNK1E,GSTM3,570,1045,0.99,1
CSNK1E,HSP90AA1,570,1120,1.0,1
CSNK1E,HIF1A,570,1088,1.0,1
CSNK1E,PRKCH,570,1831,0.98,1
CSNK1E,Gfap,570,1057,0.99,1
CSNK1E,H2-Aa,570,1062,0.99,1
CSNK1E,CTNNAL1,570,586,1.0,1
CSNK1E,CTSO,570,588,1.0,1
CSNK1E,AKIRIN1,570,73,0.99,1
CSNK1E,Gm4779,570,1058,0.99,1
CSNK1E,AKT1S1,570,77,0.99,1
CSNK1E,GSN,570,1042,1.0,1
CSNK1E,CSNK1A1,570,568,1.0,1
CSNK1E,HAUS5,570,1071,1.0,1
CSNK1E,CSGALNACT1,570,567,1.0,1
CSNK1E,PRKAR2A,570,1829,0.98,1
CSNK1E,HSPA5,570,1127,1.0,1
CSNK1E,GSTA1,570,1043,1.0,1
CSNK1E,Gm8129,570,1059,0.99,1
CSNK1E,HAP1,570,1066,1.0,1
CSNK1E,HAUS8,570,1074,1.0,1
CSNK1E,GRXCR1,570,1039,1.0,1
CSNK1E,GUCY2F,570,1055,0.99,1
CSNK1E,HAVCR1,570,1075,1.0,1
CSNK1E,GSF2,570,1040,1.0,1
CSNK1E,PSMC5,570,1854,0.98,1
CSNK1E,HSPA12B,570,1124,1.0,1
CSNK1E,HAUS4,570,1070,1.0,1
CSNK1E,CSNK1G1,570,571,1.0,1
CSNK1E,HSP90AB1,570,1122,1.0,1
CSNK1E,HIST1H2BF,570,1093,0.98,1
CSNK1E,HIST1H2BC,570,1092,0.98,1
CSNK1E,HAL,570,1065,0.99,1
CSNK1E,AKR1E2,570,75,0.98,1
CSNK1E,HSP90AA5P,570,1121,1.0,1
CSNK1E,HSPA1L,570,1125,1.0,1
CSNK1E,H2afj,570,1064,0.99,1
CSNK1E,H2AFJ,570,1063,0.99,1
CSNK1E,GUCY2D,570,1054,0.99,1
CSNK1E,ALAS2,570,78,0.99,1
CSNK1E,CSNK1D,570,569,1.0,1
CSNK1E,GUCA1A,570,1050,0.99,1
CSNK1E,PSEN1,570,1850,0.99,1
CSNK1E,GYPA,570,1056,0.99,1
CSNK1E,HAUS7,570,1073,1.0,1
CSNK1E,GTT1,570,1049,0.99,1
CSNK1E,HIST1H1D,570,1091,0.98,1
CSNK1E,HAUS6,570,1072,1.0,1
CSNK1E,GTF2E1,570,1047,0.99,1
CSNK1E,CTD-3148I10.1,570,585,1.0,1
CSNK1E,HIPK1,570,1089,1.0,1
CSNK1E,ARAF,570,119,1.0,1
CSNK1E,AKAP9,570,72,0.99,1
CSNK1E,Gtf2e2,570,1061,0.99,1
CSNK1E,AKNAD1,570,74,0.98,1
CSNK1E,HSPBP1,570,1130,1.0,1
CSNK1E,HCST,570,1077,1.0,1
CSNK1E,HSPB11,570,1129,1.0,1
CSNK1E,PSMD10,570,1855,0.98,1
CSNK1E,HAUS1,570,1067,1.0,1
CSNK1E,HIST1H1A,570,1090,0.98,1
CSNK1E,HDDC3,570,1080,1.0,1
ARL3,YTHDF2,140,2632,1.0,1
ARL3,ZBBX,140,2638,1.0,1
ARL3,YWHAE,140,2634,1.0,1
ARL3,YWHAQ,140,2637,1.0,1
ARL3,YTHDF3,140,2633,1.0,1
ARL3,YWHAG,140,2635,1.0,1
ARL3,YWHAH,140,2636,1.0,1
HAP1,GTF2H1,1066,1048,0.99,1
HAP1,HUWE1,1066,1134,1.0,1
HAP1,HSP90B1,1066,1123,1.0,1
HAP1,GSTA2,1066,1044,1.0,1
HAP1,HSPA8,1066,1128,1.0,1
HAP1,GUCA1C,1066,1052,0.99,1
HAP1,HDAC6,1066,1079,1.0,1
HAP1,HAUS3,1066,1069,0.99,1
HAP1,GUCA1B,1066,1051,0.99,1
HAP1,HAUS2,1066,1068,0.99,1
HAP1,GUCA2B,1066,1053,0.99,1
HAP1,GSK3B,1066,1041,1.0,1
HAP1,HCN2,1066,1076,0.99,1
HAP1,GSTM5,1066,1046,0.99,1
HAP1,Gsk3b,1066,1060,0.99,1
HAP1,HSPA4L,1066,1126,1.0,1
HAP1,HHIP,1066,1087,1.0,1
HAP1,HDA3,1066,1078,0.99,1
HAP1,GSTM3,1066,1045,0.99,1
HAP1,HSP90AA1,1066,1120,1.0,1
HAP1,HIF1A,1066,1088,1.0,1
HAP1,Gfap,1066,1057,0.99,1
HAP1,H2-Aa,1066,1062,0.99,1
HAP1,Gm4779,1066,1058,0.99,1
HAP1,GSN,1066,1042,1.0,1
HAP1,HAUS5,1066,1071,0.99,1
HAP1,HSPA5,1066,1127,1.0,1
HAP1,GSTA1,1066,1043,1.0,1
HAP1,Gm8129,1066,1059,0.99,1
HAP1,HAUS8,1066,1074,0.99,1
HAP1,GRXCR1,1066,1039,1.0,1
HAP1,GUCY2F,1066,1055,0.99,1
HAP1,HAVCR1,1066,1075,0.99,1
HAP1,GSF2,1066,1040,1.0,1
HAP1,HSPA12B,1066,1124,1.0,1
HAP1,HAUS4,1066,1070,0.99,1
HAP1,HSP90AB1,1066,1122,1.0,1
HAP1,HAL,1066,1065,0.99,1
HAP1,HSP90AA5P,1066,1121,1.0,1
HAP1,HTT,1066,1133,1.0,1
HAP1,HSPA1L,1066,1125,1.0,1
HAP1,H2afj,1066,1064,0.99,1
HAP1,H2AFJ,1066,1063,0.99,1
HAP1,GUCY2D,1066,1054,0.99,1
HAP1,GUCA1A,1066,1050,0.99,1
HAP1,GYPA,1066,1056,0.99,1
HAP1,HAUS7,1066,1073,0.99,1
HAP1,GTT1,1066,1049,0.99,1
HAP1,HAUS6,1066,1072,0.99,1
HAP1,GTF2E1,1066,1047,0.99,1
HAP1,HIPK1,1066,1089,1.0,1
HAP1,Gtf2e2,1066,1061,0.99,1
HAP1,HSPBP1,1066,1130,1.0,1
HAP1,HCST,1066,1077,0.99,1
HAP1,HSPB11,1066,1129,1.0,1
HAP1,HAUS1,1066,1067,1.0,1
HAP1,HDDC3,1066,1080,1.0,1
GLI1,HSP90B1,982,1123,1.0,1
GLI1,HSPA8,982,1128,0.98,1
GLI1,HDAC6,982,1079,1.0,1
GLI1,HCN2,982,1076,1.0,1
GLI1,HSPA4L,982,1126,1.0,1
GLI1,HHIP,982,1087,1.0,1
GLI1,HDA3,982,1078,1.0,1
GLI1,HSP90AA1,982,1120,1.0,1
GLI1,HIF1A,982,1088,1.0,1
GLI1,HAUS5,982,1071,1.0,1
GLI1,HSPA5,982,1127,1.0,1
GLI1,HAUS8,982,1074,1.0,1
GLI1,HAVCR1,982,1075,1.0,1
GLI1,HSPA12B,982,1124,1.0,1
GLI1,HAUS4,982,1070,1.0,1
GLI1,HSP90AB1,982,1122,1.0,1
GLI1,HSP90AA5P,982,1121,1.0,1
GLI1,HSPA1L,982,1125,1.0,1
GLI1,HAUS7,982,1073,1.0,1
GLI1,HAUS6,982,1072,1.0,1
GLI1,HIPK1,982,1089,1.0,1
GLI1,HSPBP1,982,1130,0.98,1
GLI1,HCST,982,1077,1.0,1
GLI1,HSPB11,982,1129,0.98,1
GLI1,HDDC3,982,1080,1.0,1
ATXN10,HSP90B1,184,1123,0.98,1
ATXN10,HSPA8,184,1128,0.98,1
ATXN10,HSPA4L,184,1126,0.98,1
ATXN10,HSP90AA1,184,1120,0.98,1
ATXN10,HSPA5,184,1127,0.98,1
ATXN10,HSPA12B,184,1124,0.98,1
ATXN10,HSP90AB1,184,1122,0.98,1
ATXN10,HSP90AA5P,184,1121,0.98,1
ATXN10,HSPA1L,184,1125,0.98,1
ATXN10,HSPBP1,184,1130,0.98,1
ATXN10,HSPB11,184,1129,0.98,1
PRKACG,APP,1825,118,1.0,1
PRKACG,HUWE1,1825,1134,1.0,1
PRKACG,HSP90B1,1825,1123,1.0,1
PRKACG,ARF4,1825,121,1.0,1
PRKACG,HSPA8,1825,1128,1.0,1
PRKACG,CDY1,1825,455,0.98,1
PRKACG,HDAC6,1825,1079,1.0,1
PRKACG,CTNNB1,1825,587,1.0,1
PRKACG,HEATR2,1825,1083,0.98,1
PRKACG,HES1,1825,1084,0.98,1
PRKACG,HDHD2,1825,1082,0.98,1
PRKACG,HSPA4L,1825,1126,1.0,1
PRKACG,CDKN1A,1825,454,0.98,1
PRKACG,CSNK2B,1825,573,0.98,1
PRKACG,PRKAR2B,1825,1830,1.0,1
PRKACG,AREG,1825,120,0.99,1
PRKACG,HSP90AA1,1825,1120,1.0,1
PRKACG,CCDC41,1825,403,0.99,1
PRKACG,CCDC40,1825,402,0.99,1
PRKACG,CCDC42B,1825,404,0.99,1
PRKACG,PRKCH,1825,1831,1.0,1
PRKACG,CTNNAL1,1825,586,1.0,1
PRKACG,CTSO,1825,588,1.0,1
PRKACG,AKIRIN1,1825,73,1.0,1
PRKACG,CCDC93,1825,415,0.99,1
PRKACG,CSNK1A1,1825,568,1.0,1
PRKACG,CSGALNACT1,1825,567,1.0,1
PRKACG,PRKAR2A,1825,1829,1.0,1
PRKACG,CCL1,1825,416,0.98,1
PRKACG,HSPA5,1825,1127,1.0,1
PRKACG,CCDC65,1825,409,0.99,1
PRKACG,CSNK1E,1825,570,1.0,1
PRKACG,CCDC81,1825,413,0.99,1
PRKACG,HSPA12B,1825,1124,1.0,1
PRKACG,CCDC53,1825,405,0.99,1
PRKACG,CCDC74A,1825,410,0.99,1
PRKACG,CSNK1G1,1825,571,1.0,1
PRKACG,HSP90AB1,1825,1122,1.0,1
PRKACG,PRKACB,1825,1824,1.0,1
PRKACG,HTR6,1825,1131,0.98,1
PRKACG,CEBPD,1825,456,0.98,1
PRKACG,APOO,1825,117,0.99,1
PRKACG,CCDC78,1825,412,0.99,1
PRKACG,HTRA2,1825,1132,0.98,1
PRKACG,HSP90AA5P,1825,1121,1.0,1
PRKACG,HTT,1825,1133,1.0,1
PRKACG,HSPA1L,1825,1125,1.0,1
PRKACG,ARF5,1825,122,0.98,1
PRKACG,CCDC28B,1825,398,0.99,1
PRKACG,CSNK2A3,1825,572,1.0,1
PRKACG,HDGFRP3,1825,1081,0.98,1
PRKACG,CCDC37,1825,400,0.99,1
PRKACG,CSNK1D,1825,569,1.0,1
PRKACG,CTD-2373H9.6,1825,584,1.0,1
PRKACG,CCDC74B,1825,411,0.99,1
PRKACG,CTD-3148I10.1,1825,585,1.0,1
PRKACG,ARAF,1825,119,1.0,1
PRKACG,APOL1,1825,116,0.99,1
PRKACG,AKAP9,1825,72,1.0,1
PRKACG,CCDC6,1825,406,0.99,1
PRKACG,CCDC33,1825,399,0.99,1
PRKACG,CDK5RAP2,1825,453,0.98,1
PRKACG,CCDC63,1825,408,0.99,1
PRKACG,CCDC88A,1825,414,0.99,1
PRKACG,CCDC61,1825,407,0.99,1
PRKACG,CCDC39,1825,401,0.99,1
PRKACG,HSPBP1,1825,1130,1.0,1
PRKACG,PRKACA,1825,1823,1.0,1
PRKACG,HSPB11,1825,1129,1.0,1
PRKACG,HDDC3,1825,1080,1.0,1
ARF4,GTF2H1,121,1048,0.99,1
ARF4,APP,121,118,1.0,1
ARF4,DNAH7,121,683,0.99,1
ARF4,HSP90B1,121,1123,1.0,1
ARF4,YTHDF2,121,2632,1.0,1
ARF4,GSTA2,121,1044,1.0,1
ARF4,HSPA8,121,1128,1.0,1
ARF4,GUCA1C,121,1052,0.99,1
ARF4,CTNNB1,121,587,0.98,1
ARF4,DNAI1,121,686,0.99,1
ARF4,DNMT3A,121,700,1.0,1
ARF4,GUCA1B,121,1051,0.99,1
ARF4,GUCA2B,121,1053,0.99,1
ARF4,GSK3B,121,1041,1.0,1
ARF4,GSTM5,121,1046,0.99,1
ARF4,Gsk3b,121,1060,0.99,1
ARF4,HSPA4L,121,1126,1.0,1
ARF4,DNALI1,121,697,1.0,1
ARF4,ZBBX,121,2638,1.0,1
ARF4,GSTM3,121,1045,0.99,1
ARF4,HSP90AA1,121,1120,1.0,1
ARF4,DNAL4,121,696,1.0,1
ARF4,YWHAE,121,2634,1.0,1
ARF4,DNAH5,121,681,0.99,1
ARF4,Gfap,121,1057,0.99,1
ARF4,DNAH3,121,680,0.99,1
ARF4,CTNNAL1,121,586,0.98,1
ARF4,CTSO,121,588,0.98,1
ARF4,DNHD1,121,698,1.0,1
ARF4,Gm4779,121,1058,0.99,1
ARF4,DNAL1,121,695,1.0,1
ARF4,GSN,121,1042,1.0,1
ARF4,CSNK1A1,121,568,0.99,1
ARF4,CSGALNACT1,121,567,0.99,1
ARF4,HSPA5,121,1127,1.0,1
ARF4,GSTA1,121,1043,1.0,1
ARF4,Gm8129,121,1059,0.99,1
ARF4,DNAJC27,121,693,0.99,1
ARF4,CSNK1E,121,570,0.99,1
ARF4,GRXCR1,121,1039,1.0,1
ARF4,GUCY2F,121,1055,0.99,1
ARF4,GSF2,121,1040,1.0,1
ARF4,YWHAQ,121,2637,1.0,1
ARF4,HSPA12B,121,1124,1.0,1
ARF4,DNAJB13,121,690,0.99,1
ARF4,CSNK1G1,121,571,0.99,1
ARF4,DNAJA1,121,688,0.99,1
ARF4,HSP90AB1,121,1122,1.0,1
ARF4,DNAH9,121,685,0.99,1
ARF4,DNAI2,121,687,0.99,1
ARF4,HSP90AA5P,121,1121,1.0,1
ARF4,HSPA1L,121,1125,1.0,1
ARF4,YTHDF3,121,2633,1.0,1
ARF4,DNM2,121,699,1.0,1
ARF4,GUCY2D,121,1054,0.99,1
ARF4,CSNK1D,121,569,0.99,1
ARF4,GUCA1A,121,1050,0.99,1
ARF4,DNAH6,121,682,0.99,1
ARF4,GYPA,121,1056,0.99,1
ARF4,YWHAG,121,2635,1.0,1
ARF4,GTT1,121,1049,0.99,1
ARF4,GTF2E1,121,1047,0.99,1
ARF4,CTD-3148I10.1,121,585,0.98,1
ARF4,DNAH8,121,684,0.99,1
ARF4,ARAF,121,119,1.0,1
ARF4,DNAJC6,121,694,1.0,1
ARF4,YWHAH,121,2636,1.0,1
ARF4,DNAJA4,121,689,0.99,1
ARF4,DNAJC13,121,691,0.99,1
ARF4,Gtf2e2,121,1061,0.99,1
ARF4,HSPBP1,121,1130,1.0,1
ARF4,DNAJC25-GNG10,121,692,0.99,1
ARF4,HSPB11,121,1129,1.0,1
HIF1A,GTF2H1,1088,1048,0.99,1
HIF1A,APP,1088,118,0.98,1
HIF1A,HUWE1,1088,1134,1.0,1
HIF1A,HSP90B1,1088,1123,1.0,1
HIF1A,ARF4,1088,121,0.98,1
HIF1A,ARHGAP5,1088,130,0.98,1
HIF1A,AKT1,1088,76,0.98,1
HIF1A,GSTA2,1088,1044,1.0,1
HIF1A,HSPA8,1088,1128,1.0,1
HIF1A,ARFGEF2,1088,123,0.98,1
HIF1A,GUCA1C,1088,1052,0.99,1
HIF1A,HDAC6,1088,1079,1.0,1
HIF1A,ARHGAP35,1088,129,0.98,1
HIF1A,HAUS3,1088,1069,0.99,1
HIF1A,GUCA1B,1088,1051,0.99,1
HIF1A,HAUS2,1088,1068,0.99,1
HIF1A,GUCA2B,1088,1053,0.99,1
HIF1A,GSK3B,1088,1041,1.0,1
HIF1A,HCN2,1088,1076,0.99,1
